GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
KLKB1	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
F11	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
F11-AS1	2.0	4.0	6.0	4.0	2.0	4.0	2.0	4.0	0.0	0.0
MTNR1A	0.0	1.0	2.0	2.0	6.0	1.0	2.0	0.0	0.0	3.0
FAT1	42.0	59.0	47.0	48.0	51.0	46.0	33.0	47.0	52.0	54.0
AC107050.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AC110772.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC110772.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02492	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AC097521.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LINC01060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093909.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRG1-DT	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
FRG1	14.0	12.0	11.0	18.0	8.0	7.0	5.0	12.0	8.0	7.0
DUX4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLEKHG4B	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
CCDC127	1.0	5.0	6.0	2.0	5.0	4.0	3.0	2.0	3.0	3.0
SDHA	34.0	28.0	30.0	41.0	23.0	25.0	27.0	33.0	37.0	22.0
AC021087.1	5.0	1.0	1.0	0.0	3.0	1.0	2.0	2.0	2.0	7.0
PDCD6	14.0	13.0	17.0	15.0	18.0	16.0	18.0	18.0	15.0	19.0
AHRR	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
EXOC3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
EXOC3	14.0	8.0	8.0	10.0	13.0	14.0	8.0	15.0	10.0	10.0
AC010442.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC9A3	0.0	4.0	0.0	2.0	0.0	0.0	2.0	1.0	3.0	1.0
SLC9A3-AS1	9.0	8.0	6.0	6.0	14.0	7.0	8.0	6.0	5.0	4.0
AC106772.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106772.1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
CEP72	6.0	5.0	3.0	3.0	8.0	4.0	7.0	6.0	3.0	2.0
TPPP	7.0	10.0	12.0	7.0	3.0	9.0	3.0	3.0	8.0	7.0
AC026740.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC11B	7.0	4.0	6.0	2.0	0.0	5.0	4.0	2.0	8.0	9.0
ZDHHC11	1.0	2.0	4.0	2.0	5.0	1.0	0.0	1.0	2.0	1.0
BRD9	8.0	11.0	10.0	11.0	10.0	13.0	7.0	11.0	8.0	6.0
TRIP13	2.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0
AC122719.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC122719.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC122719.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116351.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC116351.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC12A7	22.0	23.0	29.0	23.0	22.0	24.0	13.0	20.0	15.0	21.0
AC114291.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC6A19	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0
SLC6A18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC114291.2	2.0	1.0	2.0	0.0	0.0	0.0	2.0	4.0	1.0	0.0
TERT	1.0	0.0	3.0	3.0	3.0	3.0	3.0	2.0	1.0	3.0
CLPTM1L	5.0	6.0	12.0	9.0	8.0	5.0	9.0	12.0	10.0	17.0
AC026748.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01511	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
SLC6A3	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
LPCAT1	2.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0
AC091849.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026412.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPL36	26.0	14.0	24.0	17.0	20.0	13.0	13.0	20.0	13.0	21.0
NDUFS6	125.0	108.0	116.0	124.0	114.0	108.0	126.0	135.0	109.0	132.0
AC126768.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC124852.1	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
LSINCT5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IRX2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01019	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
AC025187.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106799.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
AC010451.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
LINC01020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022424.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS16	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
AC091978.1	1.0	0.0	2.0	1.0	1.0	2.0	2.0	0.0	3.0	3.0
ICE1	7.0	7.0	9.0	9.0	9.0	7.0	6.0	10.0	12.0	9.0
LINC02145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MED10	35.0	21.0	28.0	33.0	25.0	25.0	16.0	23.0	18.0	26.0
AC093307.1	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
UBE2QL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01018	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NSUN2	9.0	8.0	14.0	9.0	8.0	3.0	6.0	12.0	4.0	9.0
SRD5A1	3.0	1.0	1.0	0.0	6.0	5.0	1.0	1.0	1.0	4.0
LINC02102	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
TENT4A	8.0	13.0	11.0	14.0	11.0	6.0	14.0	7.0	10.0	6.0
LINC02236	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0
LINC02196	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
ADCY2	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
AC093305.1	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTRR	11.0	1.0	11.0	11.0	5.0	5.0	4.0	10.0	7.0	7.0
FASTKD3	3.0	5.0	1.0	4.0	1.0	4.0	2.0	4.0	2.0	3.0
AC091912.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091965.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091965.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR4458HG	0.0	4.0	5.0	4.0	3.0	2.0	5.0	4.0	5.0	7.0
AC091953.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091932.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC021088.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA5A	19.0	25.0	28.0	27.0	34.0	31.0	26.0	23.0	24.0	31.0
AC091906.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMA5A-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNHG18	37.0	30.0	44.0	34.0	27.0	24.0	23.0	26.0	30.0	31.0
LINC02112	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
LINC02221	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATPSCKMT	2.0	2.0	6.0	0.0	2.0	1.0	3.0	2.0	0.0	1.0
AC012640.1	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
CCT5	63.0	43.0	63.0	76.0	53.0	55.0	40.0	77.0	61.0	63.0
AC012640.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CMBL	16.0	15.0	17.0	13.0	16.0	17.0	19.0	19.0	18.0	20.0
AC012640.2	5.0	2.0	4.0	2.0	5.0	1.0	2.0	1.0	3.0	3.0
MARCH6	43.0	43.0	57.0	53.0	53.0	49.0	55.0	62.0	48.0	65.0
ROPN1L-AS1	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
ROPN1L	1.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0
LINC01513	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0
LINC02212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD33B	7.0	0.0	4.0	3.0	2.0	1.0	6.0	8.0	1.0	3.0
ANKRD33B-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAP	13.0	10.0	13.0	11.0	14.0	7.0	13.0	18.0	15.0	4.0
AC012629.2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNND2	1.0	2.0	1.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0
LINC02220	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016553.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAH5	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0
AC016576.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
TRIO	80.0	85.0	112.0	84.0	95.0	92.0	96.0	102.0	95.0	83.0
OTULINL	4.0	5.0	9.0	6.0	3.0	5.0	6.0	7.0	9.0	3.0
AC010491.1	2.0	1.0	4.0	0.0	1.0	2.0	2.0	0.0	3.0	1.0
OTULIN	4.0	7.0	7.0	6.0	8.0	6.0	4.0	3.0	9.0	2.0
ANKH	91.0	39.0	45.0	53.0	51.0	54.0	46.0	73.0	63.0	53.0
AC010491.2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
AC016575.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016575.2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
LINC02149	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
FBXL7	3.0	1.0	1.0	0.0	1.0	2.0	4.0	5.0	0.0	0.0
AC010638.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02150	5.0	7.0	0.0	1.0	0.0	1.0	3.0	2.0	0.0	0.0
ZNF622	66.0	46.0	63.0	47.0	36.0	36.0	47.0	67.0	52.0	38.0
RETREG1	17.0	15.0	21.0	17.0	10.0	16.0	10.0	17.0	13.0	15.0
AC024588.1	1.0	1.0	3.0	2.0	1.0	3.0	0.0	0.0	3.0	0.0
AC022113.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO10	110.0	71.0	72.0	59.0	57.0	54.0	87.0	94.0	74.0	56.0
BASP1	2.0	6.0	4.0	3.0	3.0	3.0	2.0	5.0	2.0	0.0
BASP1-AS1	2.0	3.0	1.0	3.0	3.0	2.0	0.0	2.0	2.0	3.0
AC026785.2	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
LINC02217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02223	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	2.0
LINC02100	0.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	6.0	2.0
AC106744.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH18	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0
CDH18-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02241	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC140168.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093274.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091946.1	0.0	0.0	2.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0
CDH12	3.0	1.0	2.0	4.0	0.0	1.0	2.0	6.0	4.0	0.0
PRDM9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C5orf17	2.0	2.0	0.0	2.0	1.0	1.0	2.0	0.0	3.0	3.0
AC114930.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091885.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC106821.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02211	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
AC113370.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PURPL	2.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0
AC008825.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC109472.1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
LINC02109	1.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
AC099517.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC113386.1	1.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
CDH6	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
DROSHA	11.0	15.0	9.0	9.0	10.0	8.0	18.0	9.0	16.0	16.0
C5orf22	6.0	4.0	9.0	6.0	9.0	5.0	4.0	4.0	4.0	2.0
PDZD2	8.0	3.0	6.0	1.0	7.0	5.0	1.0	6.0	1.0	1.0
AC025178.1	0.0	1.0	2.0	0.0	3.0	0.0	0.0	2.0	0.0	1.0
GOLPH3	20.0	23.0	25.0	19.0	20.0	11.0	17.0	24.0	22.0	23.0
AC025181.2	1.0	5.0	3.0	1.0	2.0	2.0	3.0	1.0	4.0	1.0
MTMR12	4.0	6.0	14.0	3.0	5.0	5.0	15.0	9.0	12.0	7.0
ZFR	51.0	35.0	45.0	39.0	39.0	39.0	33.0	32.0	41.0	35.0
SUB1	101.0	77.0	93.0	113.0	97.0	92.0	81.0	106.0	87.0	95.0
AC008766.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPR3	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010343.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
AC034223.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02160	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC034231.1	2.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	0.0
TARS	37.0	18.0	38.0	28.0	23.0	39.0	31.0	35.0	40.0	35.0
ADAMTS12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC45A2	0.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	3.0	1.0
AMACR	0.0	0.0	2.0	4.0	2.0	1.0	3.0	3.0	4.0	4.0
C1QTNF3	2.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
AC139792.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC138409.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025754.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAI14	3.0	3.0	3.0	1.0	3.0	6.0	1.0	3.0	1.0	5.0
AC025754.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026801.2	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC23L	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
RAD1	8.0	2.0	0.0	6.0	6.0	1.0	7.0	5.0	2.0	5.0
BRIX1	13.0	7.0	16.0	17.0	16.0	8.0	10.0	18.0	15.0	12.0
DNAJC21	9.0	6.0	8.0	7.0	8.0	6.0	5.0	4.0	9.0	7.0
AGXT2	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
PRLR	17.0	13.0	18.0	12.0	19.0	11.0	15.0	19.0	17.0	8.0
SPEF2	2.0	1.0	1.0	4.0	1.0	2.0	4.0	3.0	2.0	3.0
AC137810.1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
IL7R	0.0	0.0	0.0	4.0	0.0	0.0	0.0	4.0	1.0	4.0
CAPSL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UGT3A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LMBRD2	3.0	2.0	8.0	3.0	6.0	2.0	3.0	5.0	5.0	3.0
SKP2	4.0	7.0	6.0	11.0	5.0	4.0	4.0	9.0	6.0	4.0
NADK2	3.0	1.0	4.0	5.0	3.0	3.0	1.0	8.0	2.0	2.0
RANBP3L	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
SLC1A3	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
AC008957.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008957.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026741.1	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0
NIPBL-DT	1.0	0.0	3.0	4.0	3.0	1.0	0.0	1.0	4.0	3.0
NIPBL	66.0	46.0	65.0	43.0	71.0	47.0	60.0	65.0	69.0	61.0
CPLANE1	7.0	3.0	10.0	5.0	11.0	8.0	2.0	10.0	9.0	5.0
AC025449.2	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0
NUP155	8.0	6.0	6.0	8.0	1.0	3.0	9.0	10.0	1.0	8.0
WDR70	19.0	13.0	30.0	26.0	26.0	32.0	22.0	35.0	30.0	21.0
GDNF-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDNF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGFLAM	2.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
EGFLAM-AS4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010457.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LIFR	5.0	0.0	5.0	0.0	5.0	5.0	1.0	6.0	0.0	0.0
LIFR-AS1	3.0	4.0	1.0	2.0	0.0	2.0	1.0	4.0	3.0	2.0
OSMR-AS1	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC091435.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSMR	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
RICTOR	31.0	23.0	23.0	22.0	28.0	28.0	20.0	37.0	31.0	20.0
AC008964.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FYB1	27.0	16.0	21.0	3.0	13.0	9.0	6.0	17.0	7.0	1.0
C9	1.0	0.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	1.0
DAB2	16.0	7.0	16.0	18.0	11.0	22.0	12.0	23.0	20.0	20.0
LINC02104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00603	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0
AC108105.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC093277.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC114977.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC114977.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC33	75.0	84.0	90.0	74.0	96.0	94.0	91.0	74.0	71.0	80.0
PTGER4	14.0	13.0	17.0	17.0	19.0	14.0	11.0	15.0	14.0	11.0
PRKAA1	9.0	15.0	13.0	14.0	9.0	8.0	9.0	16.0	14.0	5.0
RPL37	1293.0	1017.0	1230.0	1332.0	1194.0	1052.0	1205.0	1443.0	1141.0	1226.0
CARD6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C7	7.0	0.0	0.0	1.0	2.0	3.0	3.0	1.0	1.0	11.0
MROH2B	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0
C6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLCXD3	9.0	2.0	0.0	6.0	4.0	10.0	8.0	7.0	3.0	7.0
OXCT1	29.0	18.0	23.0	23.0	21.0	17.0	23.0	22.0	27.0	30.0
AC034222.2	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
OXCT1-AS1	1.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	0.0	0.0
C5orf51	11.0	4.0	12.0	7.0	10.0	8.0	11.0	20.0	7.0	10.0
FBXO4	3.0	3.0	5.0	4.0	2.0	0.0	2.0	4.0	1.0	3.0
GHR	4.0	2.0	2.0	0.0	4.0	2.0	2.0	2.0	1.0	3.0
CCDC152	1.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0
SELENOP	4.0	10.0	13.0	5.0	3.0	2.0	11.0	13.0	7.0	8.0
AC008945.1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0
AC008945.2	0.0	3.0	0.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0
AC008875.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008875.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC008875.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025171.1	3.0	4.0	3.0	1.0	2.0	0.0	4.0	2.0	1.0	2.0
AC025171.3	4.0	1.0	4.0	0.0	0.0	6.0	3.0	1.0	3.0	0.0
AC025171.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA2R	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AC025171.2	1.0	0.0	2.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0
AC025171.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF131	30.0	30.0	49.0	30.0	28.0	28.0	21.0	39.0	24.0	25.0
NIM1K	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
HMGCS1	93.0	119.0	140.0	153.0	134.0	120.0	117.0	122.0	114.0	99.0
AC114947.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL28	12.0	15.0	14.0	9.0	9.0	5.0	7.0	8.0	13.0	14.0
TMEM267	8.0	4.0	9.0	10.0	6.0	5.0	11.0	8.0	4.0	8.0
AC114956.3	2.0	3.0	3.0	3.0	3.0	1.0	2.0	2.0	3.0	2.0
C5orf34	7.0	5.0	5.0	3.0	8.0	1.0	3.0	3.0	3.0	3.0
AC114956.2	1.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0
AC114956.1	1.0	0.0	0.0	1.0	3.0	0.0	4.0	0.0	1.0	2.0
PAIP1	6.0	6.0	5.0	6.0	7.0	6.0	1.0	6.0	5.0	3.0
NNT-AS1	4.0	3.0	7.0	4.0	5.0	7.0	4.0	3.0	2.0	7.0
NNT	37.0	59.0	44.0	57.0	40.0	31.0	38.0	52.0	36.0	39.0
AC104119.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FGF10	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
FGF10-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02224	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0
MRPS30-DT	0.0	0.0	3.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0
AC093297.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MRPS30	19.0	12.0	17.0	15.0	17.0	20.0	12.0	16.0	21.0	16.0
AC093297.2	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
HCN1	0.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0
AC122694.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EMB	2.0	2.0	0.0	3.0	3.0	2.0	0.0	0.0	6.0	1.0
PARP8	24.0	22.0	17.0	27.0	17.0	27.0	17.0	22.0	26.0	22.0
