GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
ST8SIA6-AS1	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
HACD1	2.0	1.0	0.0	3.0	1.0	1.0	1.0	2.0	2.0	3.0
STAM-AS1	2.0	4.0	2.0	4.0	5.0	4.0	3.0	3.0	3.0	3.0
STAM	9.0	8.0	5.0	8.0	12.0	10.0	9.0	11.0	11.0	9.0
AC069542.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM236	9.0	14.0	18.0	11.0	10.0	6.0	12.0	9.0	9.0	9.0
MRC1	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0
SLC39A12	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
CACNB2	44.0	39.0	38.0	32.0	42.0	49.0	38.0	34.0	48.0	49.0
AL390783.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL450384.2	2.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0
AL450384.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NSUN6	25.0	33.0	30.0	34.0	16.0	30.0	32.0	27.0	33.0	27.0
ARL5B	11.0	17.0	9.0	13.0	13.0	15.0	13.0	12.0	16.0	12.0
AL512641.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MALRD1	1.0	2.0	4.0	3.0	3.0	0.0	2.0	3.0	3.0	2.0
AL590378.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL157895.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL353147.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLXDC2	24.0	30.0	25.0	30.0	24.0	28.0	26.0	30.0	31.0	27.0
AC069549.1	1.0	2.0	5.0	5.0	4.0	5.0	5.0	1.0	3.0	3.0
AC069549.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEBL	43.0	48.0	51.0	48.0	35.0	58.0	48.0	44.0	51.0	37.0
NEBL-AS1	1.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0
LINC02643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1915HG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SKIDA1	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
MLLT10	15.0	21.0	12.0	27.0	19.0	23.0	15.0	23.0	22.0	17.0
AL358780.1	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
DNAJC1	16.0	20.0	19.0	13.0	20.0	23.0	19.0	22.0	18.0	18.0
AL359697.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COMMD3	8.0	9.0	9.0	13.0	15.0	11.0	12.0	11.0	14.0	10.0
BMI1	2.0	3.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0	1.0
AL158211.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPAG6	1.0	3.0	1.0	2.0	1.0	1.0	4.0	5.0	6.0	3.0
AL513128.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL513128.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIP4K2A	9.0	8.0	4.0	5.0	9.0	9.0	2.0	8.0	5.0	4.0
ARMC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL139815.1	4.0	3.0	3.0	2.0	1.0	3.0	3.0	4.0	4.0	3.0
MSRB2	4.0	4.0	3.0	4.0	5.0	5.0	6.0	5.0	3.0	6.0
C10orf67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL606469.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OTUD1	3.0	3.0	5.0	3.0	2.0	3.0	2.0	3.0	5.0	4.0
AL512603.2	1.0	3.0	2.0	2.0	2.0	1.0	2.0	3.0	3.0	2.0
KIAA1217	58.0	81.0	60.0	54.0	67.0	62.0	53.0	57.0	68.0	56.0
AL356113.1	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
ARHGAP21	24.0	24.0	22.0	24.0	23.0	37.0	27.0	22.0	26.0	27.0
PRTFDC1	8.0	7.0	3.0	7.0	11.0	10.0	10.0	7.0	8.0	9.0
AL512598.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENKUR	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
THNSL1	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
LINC01516	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
GPR158-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPR158	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0
LINC00836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYO3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAD2	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0
APBB1IP	3.0	2.0	1.0	3.0	4.0	4.0	1.0	3.0	3.0	2.0
PDSS1	7.0	7.0	3.0	8.0	5.0	5.0	4.0	6.0	7.0	4.0
ABI1	23.0	32.0	26.0	24.0	17.0	25.0	25.0	21.0	32.0	24.0
ANKRD26	17.0	19.0	12.0	13.0	14.0	15.0	12.0	14.0	14.0	13.0
YME1L1	107.0	137.0	121.0	117.0	139.0	91.0	131.0	127.0	112.0	118.0
MASTL	11.0	13.0	12.0	11.0	9.0	10.0	12.0	13.0	15.0	12.0
ACBD5	7.0	4.0	6.0	7.0	4.0	6.0	13.0	5.0	4.0	8.0
AL160291.1	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0
RAB18	12.0	10.0	10.0	13.0	13.0	14.0	17.0	11.0	14.0	18.0
LINC02680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MKX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MKX-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARMC4	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AL390866.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MPP7	4.0	8.0	5.0	7.0	8.0	5.0	8.0	6.0	7.0	5.0
MPP7-DT	0.0	3.0	2.0	2.0	2.0	0.0	4.0	1.0	0.0	0.0
LINC02652	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
WAC-AS1	6.0	7.0	6.0	3.0	5.0	4.0	7.0	5.0	7.0	5.0
WAC	43.0	55.0	42.0	42.0	42.0	39.0	45.0	50.0	58.0	35.0
BAMBI	13.0	10.0	18.0	15.0	14.0	9.0	16.0	15.0	12.0	8.0
LINC01517	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0
AL158167.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SVIL	47.0	67.0	50.0	50.0	41.0	46.0	46.0	46.0	55.0	41.0
JCAD	2.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
AL353796.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTPAP	1.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	0.0
AL353796.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAP3K8	11.0	13.0	10.0	17.0	22.0	17.0	11.0	9.0	15.0	16.0
AL590068.4	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AL590068.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL590068.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL590068.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF438	6.0	5.0	5.0	10.0	7.0	10.0	10.0	9.0	7.0	8.0
AL359532.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL359546.1	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0
LINC02664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZEB1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZEB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL161935.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL161935.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MACORIS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP12	24.0	24.0	18.0	23.0	21.0	18.0	23.0	19.0	34.0	18.0
KIF5B	31.0	43.0	43.0	38.0	43.0	47.0	41.0	40.0	46.0	33.0
AL158834.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPC1	36.0	48.0	40.0	44.0	46.0	42.0	40.0	42.0	44.0	30.0
AL158834.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL391839.2	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AL391839.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL391839.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC7	10.0	17.0	12.0	13.0	12.0	14.0	11.0	8.0	15.0	7.0
AL365203.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGB1	39.0	57.0	42.0	46.0	49.0	49.0	56.0	49.0	45.0	39.0
ITGB1-DT	11.0	12.0	14.0	8.0	10.0	7.0	12.0	8.0	7.0	8.0
NRP1	4.0	4.0	3.0	6.0	5.0	5.0	4.0	4.0	6.0	3.0
AL121748.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARD3	59.0	79.0	79.0	62.0	76.0	83.0	68.0	72.0	75.0	62.0
PARD3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUL2	4.0	9.0	7.0	6.0	6.0	9.0	9.0	10.0	8.0	4.0
AL392046.1	3.0	3.0	2.0	0.0	2.0	2.0	4.0	0.0	1.0	3.0
CREM	19.0	14.0	8.0	13.0	14.0	8.0	14.0	18.0	21.0	12.0
AL117336.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCNY	9.0	8.0	12.0	13.0	6.0	7.0	9.0	8.0	10.0	7.0
AL117336.2	0.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	0.0
AL603824.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL121749.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GJD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD8	3.0	5.0	3.0	4.0	8.0	3.0	6.0	5.0	4.0	4.0
AL121749.2	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
PCAT5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD30A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL132657.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF248	9.0	7.0	4.0	4.0	6.0	4.0	5.0	4.0	4.0	3.0
AL135791.1	11.0	9.0	9.0	10.0	9.0	5.0	4.0	6.0	9.0	9.0
ZNF25	1.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0
ZNF25-DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF33A	10.0	17.0	13.0	16.0	11.0	17.0	21.0	13.0	17.0	14.0
ZNF37A	9.0	11.0	8.0	8.0	9.0	9.0	10.0	10.0	14.0	7.0
AL117339.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL133216.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF33B	10.0	13.0	12.0	11.0	17.0	11.0	16.0	4.0	12.0	13.0
AL022345.4	8.0	6.0	4.0	9.0	3.0	7.0	2.0	5.0	5.0	4.0
AL022344.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BMS1	11.0	11.0	10.0	12.0	14.0	12.0	12.0	10.0	15.0	10.0
LINC02623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RET	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC010864.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
CSGALNACT2	4.0	4.0	4.0	3.0	5.0	4.0	5.0	3.0	7.0	6.0
RASGEF1A	1.0	2.0	0.0	3.0	2.0	4.0	1.0	2.0	4.0	3.0
AC068707.1	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
FXYD4	5.0	1.0	1.0	3.0	3.0	2.0	2.0	4.0	2.0	3.0
HNRNPF	70.0	66.0	73.0	76.0	75.0	59.0	67.0	74.0	77.0	62.0
AL450326.1	1.0	0.0	4.0	3.0	1.0	2.0	4.0	1.0	3.0	2.0
ZNF487	9.0	13.0	7.0	6.0	4.0	7.0	8.0	8.0	10.0	6.0
ZNF239	1.0	0.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0
ZNF485	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
ZNF32-AS3	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
ZNF32	4.0	3.0	2.0	3.0	3.0	5.0	5.0	2.0	3.0	5.0
ZNF32-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF32-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00840	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL137026.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL137026.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL137026.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CXCL12	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0
TMEM72-AS1	3.0	7.0	3.0	4.0	5.0	9.0	8.0	5.0	7.0	3.0
AL353801.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM72	1.0	1.0	0.0	2.0	1.0	0.0	1.0	2.0	2.0	2.0
AL353801.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL353801.3	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
RASSF4	3.0	2.0	2.0	1.0	2.0	0.0	3.0	4.0	1.0	3.0
DEPP1	47.0	85.0	92.0	82.0	50.0	93.0	77.0	85.0	100.0	45.0
C10orf25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF22	12.0	10.0	8.0	10.0	13.0	14.0	15.0	11.0	12.0	10.0
AL358394.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALOX5	67.0	84.0	64.0	73.0	58.0	62.0	74.0	77.0	78.0	37.0
AL731567.1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0
MARCH8	17.0	15.0	15.0	12.0	18.0	22.0	14.0	14.0	18.0	13.0
ZFAND4	2.0	4.0	3.0	6.0	5.0	5.0	7.0	4.0	5.0	3.0
WASHC2C	9.0	10.0	5.0	5.0	8.0	8.0	10.0	10.0	7.0	9.0
AGAP4	2.0	1.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	2.0
TIMM23	15.0	12.0	12.0	9.0	17.0	16.0	14.0	11.0	18.0	14.0
NCOA4	10.0	20.0	14.0	16.0	13.0	21.0	13.0	18.0	14.0	7.0
ANTXRL	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
LINC00842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPRIN2	1.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0
SYT15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL356056.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL356056.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN20	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
GDF10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANXA8	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
FAM25G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL591684.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGAP9	4.0	8.0	4.0	6.0	7.0	7.0	4.0	5.0	3.0	0.0
FO681492.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC245041.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FRMPD2	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
MAPK8	25.0	25.0	26.0	25.0	20.0	34.0	27.0	29.0	29.0	21.0
ARHGAP22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC068898.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WDFY4	1.0	2.0	2.0	1.0	2.0	1.0	0.0	2.0	1.0	1.0
AC060234.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC060234.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC060234.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VSTM4	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
FAM170B-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM170B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C10orf71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DRGX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL138760.1	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0
ERCC6	11.0	10.0	7.0	9.0	3.0	10.0	4.0	6.0	6.0	3.0
CHAT	10.0	7.0	10.0	15.0	8.0	16.0	12.0	14.0	13.0	7.0
OGDHL	7.0	16.0	6.0	12.0	10.0	16.0	14.0	10.0	15.0	10.0
PARG	17.0	14.0	8.0	12.0	14.0	15.0	9.0	13.0	17.0	13.0
TIMM23B	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
TIMM23B-AGAP6	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0
AL442003.1	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
AGAP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WASHC2A	19.0	13.0	13.0	10.0	19.0	11.0	13.0	16.0	15.0	15.0
ASAH2	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
SGMS1	20.0	23.0	15.0	16.0	29.0	23.0	23.0	24.0	27.0	19.0
AC069547.2	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
AL117341.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGMS1-AS1	2.0	2.0	3.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0
AL589794.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASAH2B	1.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	0.0	2.0
A1CF	9.0	15.0	12.0	11.0	12.0	14.0	12.0	9.0	12.0	12.0
PRKG1	57.0	76.0	86.0	75.0	73.0	72.0	65.0	67.0	62.0	54.0
AL731537.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC022537.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC069079.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CSTF2T	5.0	5.0	5.0	6.0	5.0	5.0	6.0	8.0	9.0	1.0
PRKG1-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DKK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LNCAROD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02672	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
PCDH15	0.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	0.0
AL353784.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZWINT	5.0	10.0	7.0	5.0	11.0	7.0	6.0	6.0	9.0	7.0
AC010996.1	8.0	5.0	6.0	6.0	0.0	6.0	5.0	9.0	3.0	4.0
IPMK	3.0	16.0	11.0	13.0	10.0	11.0	14.0	9.0	11.0	13.0
CISD1	14.0	16.0	19.0	20.0	15.0	13.0	20.0	18.0	15.0	15.0
AC016396.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC016396.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE2D1	5.0	5.0	6.0	5.0	9.0	5.0	6.0	9.0	9.0	7.0
TFAM	16.0	12.0	15.0	15.0	16.0	16.0	13.0	18.0	14.0	14.0
BICC1	4.0	6.0	2.0	3.0	4.0	4.0	2.0	5.0	2.0	2.0
LINC00844	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
PHYHIPL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM13C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025038.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL355474.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC026391.1	5.0	4.0	5.0	2.0	2.0	1.0	4.0	3.0	4.0	5.0
SLC16A9	2.0	6.0	4.0	3.0	3.0	5.0	2.0	3.0	3.0	2.0
MRLN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC6	17.0	28.0	27.0	24.0	25.0	18.0	20.0	27.0	24.0	16.0
ANK3	38.0	64.0	45.0	45.0	41.0	41.0	43.0	38.0	52.0	43.0
AL592430.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL592430.2	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
ANK3-DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDK1	5.0	4.0	2.0	8.0	4.0	6.0	7.0	9.0	7.0	8.0
RHOBTB1	12.0	8.0	13.0	16.0	12.0	17.0	12.0	14.0	15.0	10.0
TMEM26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM26-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CABCOCO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARID5B	48.0	43.0	40.0	48.0	61.0	66.0	62.0	45.0	45.0	43.0
RTKN2	6.0	6.0	5.0	5.0	4.0	3.0	6.0	4.0	6.0	5.0
LINC02621	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
ZNF365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC067751.1	2.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0
ADO	1.0	1.0	1.0	1.0	0.0	1.0	2.0	2.0	1.0	1.0
EGR2	8.0	8.0	3.0	5.0	10.0	3.0	6.0	11.0	11.0	9.0
NRBF2	11.0	9.0	13.0	11.0	13.0	8.0	14.0	9.0	12.0	12.0
JMJD1C	63.0	72.0	67.0	62.0	59.0	52.0	58.0	76.0	71.0	49.0
JMJD1C-AS1	3.0	2.0	3.0	1.0	2.0	1.0	2.0	4.0	1.0	2.0
REEP3	12.0	14.0	12.0	11.0	14.0	12.0	20.0	14.0	14.0	11.0
AC022387.2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC013287.1	9.0	8.0	7.0	5.0	8.0	6.0	1.0	7.0	3.0	1.0
AC012558.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01515	16.0	17.0	12.0	16.0	20.0	24.0	10.0	14.0	16.0	9.0
CTNNA3	3.0	1.0	2.0	3.0	0.0	1.0	1.0	2.0	2.0	2.0
LRRTM3	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
AL139240.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC12	4.0	3.0	4.0	3.0	5.0	6.0	3.0	3.0	6.0	6.0
AL133551.1	3.0	4.0	1.0	4.0	2.0	4.0	3.0	1.0	0.0	2.0
SIRT1	8.0	13.0	9.0	8.0	8.0	9.0	10.0	11.0	9.0	9.0
HERC4	11.0	22.0	22.0	19.0	15.0	17.0	13.0	22.0	15.0	15.0
MYPN	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
