GeneSymbol	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells	Intestinal Epithelial Cells
GFI1B	6.0	5.0	4.0	6.0	2.0	6.0	5.0	5.0	6.0	3.0
GTF3C5	22.0	20.0	20.0	18.0	23.0	19.0	16.0	22.0	21.0	18.0
CEL	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
RALGDS	27.0	21.0	21.0	13.0	22.0	24.0	18.0	19.0	26.0	19.0
GBGT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ABO	17.0	23.0	23.0	21.0	26.0	23.0	19.0	22.0	18.0	17.0
SURF6	37.0	36.0	34.0	27.0	30.0	39.0	25.0	26.0	31.0	31.0
MED22	3.0	3.0	3.0	4.0	4.0	3.0	6.0	4.0	1.0	2.0
RPL7A	688.0	662.0	560.0	627.0	688.0	678.0	679.0	654.0	609.0	642.0
SURF1	7.0	6.0	6.0	5.0	8.0	7.0	7.0	5.0	6.0	5.0
SURF2	9.0	8.0	8.0	7.0	10.0	10.0	7.0	8.0	9.0	9.0
SURF4	8.0	5.0	6.0	8.0	6.0	7.0	8.0	7.0	7.0	6.0
STKLD1	5.0	8.0	6.0	4.0	7.0	4.0	8.0	4.0	6.0	7.0
REXO4	10.0	9.0	10.0	10.0	10.0	9.0	14.0	10.0	12.0	7.0
ADAMTS13	3.0	3.0	1.0	4.0	3.0	4.0	3.0	2.0	1.0	0.0
CACFD1	6.0	9.0	6.0	5.0	9.0	5.0	10.0	8.0	10.0	7.0
SLC2A6	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0
ADAMTSL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM163B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC002101.1	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
DBH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DBH-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SARDH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VAV2	6.0	13.0	12.0	10.0	8.0	12.0	11.0	12.0	12.0	7.0
BRD3OS	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0
BRD3	6.0	7.0	7.0	8.0	8.0	9.0	8.0	7.0	10.0	6.0
AL445931.1	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
BX649632.1	1.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0
WDR5	1.0	4.0	4.0	4.0	3.0	4.0	2.0	4.0	3.0	1.0
LINC02247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXRA	4.0	7.0	4.0	7.0	7.0	5.0	4.0	6.0	6.0	5.0
AL669970.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL669970.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL5A1	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
COL5A1-AS1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
FCN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FCN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL353611.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OLFM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R26-AS1	2.0	5.0	5.0	4.0	5.0	5.0	6.0	5.0	6.0	2.0
PPP1R26	2.0	3.0	1.0	3.0	3.0	3.0	2.0	1.0	1.0	2.0
C9orf116	3.0	2.0	3.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0
MRPS2	16.0	14.0	10.0	14.0	15.0	12.0	16.0	11.0	11.0	11.0
PAEP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLT6D1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMSAP1	2.0	4.0	4.0	3.0	1.0	2.0	6.0	6.0	5.0	1.0
AL355574.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBAC1	15.0	16.0	14.0	19.0	17.0	14.0	14.0	16.0	16.0	13.0
NACC2	3.0	3.0	2.0	2.0	5.0	2.0	4.0	1.0	2.0	3.0
LINC02846	2.0	2.0	3.0	2.0	2.0	3.0	1.0	3.0	2.0	1.0
TMEM250	4.0	2.0	2.0	2.0	2.0	4.0	4.0	1.0	4.0	3.0
QSOX2	7.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	5.0	6.0
CCDC187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC174065.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPSM1	2.0	3.0	5.0	6.0	3.0	5.0	1.0	2.0	5.0	3.0
DNLZ	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CARD9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNAPC4	11.0	10.0	9.0	7.0	11.0	10.0	12.0	11.0	11.0	11.0
ENTR1	4.0	6.0	6.0	5.0	7.0	4.0	3.0	2.0	4.0	0.0
PMPCA	12.0	6.0	7.0	5.0	11.0	13.0	6.0	9.0	10.0	8.0
INPP5E	4.0	4.0	2.0	5.0	3.0	5.0	5.0	4.0	3.0	5.0
SEC16A	25.0	22.0	19.0	22.0	23.0	21.0	24.0	21.0	25.0	25.0
C9orf163	3.0	0.0	2.0	1.0	2.0	3.0	0.0	3.0	3.0	2.0
NOTCH1	19.0	34.0	26.0	22.0	35.0	26.0	38.0	30.0	32.0	30.0
AL592301.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NALT1	2.0	5.0	2.0	4.0	3.0	3.0	5.0	3.0	4.0	3.0
AL590226.2	0.0	3.0	2.0	5.0	3.0	0.0	5.0	1.0	3.0	3.0
AL590226.1	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
EGFL7	3.0	4.0	4.0	1.0	0.0	2.0	0.0	2.0	1.0	4.0
AGPAT2	12.0	16.0	20.0	20.0	12.0	13.0	21.0	18.0	14.0	14.0
DIPK1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNHG7	34.0	31.0	33.0	30.0	41.0	34.0	29.0	37.0	33.0	38.0
LCN10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCN6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCN15	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
TMEM141	45.0	31.0	25.0	40.0	37.0	54.0	38.0	29.0	36.0	34.0
CCDC183	11.0	12.0	6.0	9.0	8.0	7.0	7.0	7.0	12.0	6.0
CCDC183-AS1	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
RABL6	27.0	23.0	28.0	25.0	21.0	25.0	22.0	24.0	29.0	23.0
AJM1	31.0	24.0	20.0	24.0	30.0	30.0	26.0	20.0	18.0	20.0
PHPT1	53.0	52.0	41.0	53.0	61.0	55.0	54.0	45.0	37.0	39.0
MAMDC4	10.0	6.0	7.0	9.0	12.0	8.0	7.0	11.0	14.0	7.0
EDF1	133.0	125.0	113.0	104.0	128.0	138.0	117.0	125.0	122.0	132.0
TRAF2	11.0	11.0	12.0	13.0	12.0	13.0	9.0	10.0	12.0	8.0
AL807752.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXW5	6.0	12.0	18.0	15.0	16.0	20.0	17.0	16.0	23.0	16.0
C8G	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LCN12	4.0	5.0	5.0	3.0	7.0	1.0	5.0	5.0	5.0	3.0
PTGDS	1.0	4.0	1.0	3.0	3.0	2.0	3.0	2.0	2.0	2.0
LCNL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PAXX	33.0	26.0	24.0	35.0	32.0	32.0	34.0	28.0	23.0	28.0
CLIC3	1.0	1.0	0.0	2.0	0.0	2.0	1.0	0.0	2.0	1.0
ABCA2	2.0	2.0	5.0	4.0	6.0	4.0	4.0	7.0	5.0	5.0
C9orf139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUT7	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
NPDC1	11.0	18.0	20.0	13.0	15.0	10.0	11.0	15.0	15.0	13.0
ENTPD2	5.0	1.0	1.0	3.0	4.0	4.0	2.0	3.0	2.0	3.0
AL807752.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SAPCD2	2.0	3.0	5.0	3.0	4.0	2.0	3.0	3.0	0.0	2.0
AL807752.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UAP1L1	1.0	1.0	2.0	0.0	2.0	3.0	0.0	4.0	3.0	3.0
MAN1B1-DT	3.0	3.0	3.0	1.0	6.0	3.0	4.0	5.0	4.0	4.0
MAN1B1	18.0	14.0	14.0	12.0	15.0	16.0	14.0	13.0	13.0	9.0
DPP7	14.0	8.0	2.0	8.0	11.0	10.0	6.0	9.0	16.0	11.0
GRIN1	3.0	1.0	0.0	3.0	4.0	5.0	2.0	4.0	4.0	1.0
LRRC26	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
ANAPC2	12.0	6.0	10.0	9.0	9.0	13.0	10.0	7.0	11.0	10.0
SSNA1	23.0	23.0	17.0	15.0	25.0	20.0	21.0	16.0	13.0	22.0
TPRN	5.0	4.0	5.0	4.0	8.0	7.0	5.0	6.0	5.0	5.0
TMEM203	2.0	3.0	4.0	5.0	5.0	4.0	5.0	3.0	3.0	1.0
NDOR1	5.0	7.0	8.0	7.0	12.0	12.0	7.0	4.0	9.0	5.0
BX255925.3	8.0	4.0	4.0	7.0	8.0	9.0	8.0	7.0	3.0	5.0
RNF208	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
CYSRT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBB4B	213.0	238.0	210.0	219.0	250.0	209.0	259.0	246.0	273.0	219.0
FAM166A	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	1.0	1.0
STPG3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STPG3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NELFB	6.0	2.0	5.0	6.0	6.0	6.0	6.0	5.0	5.0	3.0
TOR4A	2.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0
BX255925.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX255925.4	0.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0	1.0
NRARP	4.0	20.0	17.0	13.0	15.0	10.0	11.0	9.0	13.0	12.0
EXD3	22.0	16.0	18.0	23.0	23.0	26.0	24.0	22.0	23.0	22.0
NOXA1	16.0	9.0	9.0	12.0	13.0	16.0	10.0	16.0	11.0	9.0
ENTPD8	2.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	5.0	5.0
NSMF	13.0	9.0	10.0	12.0	9.0	7.0	11.0	6.0	13.0	14.0
PNPLA7	4.0	9.0	8.0	8.0	8.0	7.0	9.0	10.0	11.0	7.0
MRPL41	22.0	34.0	21.0	24.0	19.0	23.0	25.0	28.0	23.0	17.0
DPH7	6.0	3.0	2.0	7.0	7.0	7.0	7.0	6.0	7.0	5.0
ZMYND19	2.0	4.0	0.0	2.0	1.0	1.0	3.0	3.0	4.0	3.0
ARRDC1	18.0	16.0	11.0	13.0	15.0	17.0	14.0	10.0	13.0	13.0
ARRDC1-AS1	4.0	4.0	4.0	3.0	4.0	4.0	4.0	7.0	5.0	2.0
EHMT1	38.0	46.0	51.0	53.0	41.0	50.0	49.0	49.0	65.0	51.0
AL772363.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CACNA1B	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
AL954642.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZMYND11	9.0	10.0	11.0	9.0	9.0	8.0	8.0	11.0	9.0	5.0
DIP2C	10.0	13.0	12.0	5.0	14.0	10.0	13.0	8.0	8.0	12.0
AL669841.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL358216.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR26	14.0	12.0	9.0	7.0	7.0	11.0	12.0	13.0	8.0	10.0
LARP4B	13.0	28.0	20.0	18.0	23.0	12.0	16.0	15.0	17.0	11.0
AL359878.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL359878.1	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0
GTPBP4	13.0	17.0	13.0	14.0	13.0	15.0	19.0	16.0	19.0	14.0
IDI2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
IDI2-AS1	3.0	3.0	4.0	4.0	1.0	2.0	2.0	4.0	4.0	1.0
IDI1	56.0	54.0	52.0	44.0	58.0	58.0	60.0	53.0	55.0	54.0
WDR37	10.0	15.0	12.0	17.0	15.0	21.0	12.0	15.0	16.0	14.0
LINC00200	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
ADARB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL392083.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADARB2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL713851.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL731533.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PFKP	15.0	16.0	15.0	15.0	16.0	15.0	18.0	16.0	20.0	15.0
PITRM1	14.0	14.0	19.0	20.0	25.0	17.0	17.0	20.0	18.0	15.0
PITRM1-AS1	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0
LINC02668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL451164.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL139280.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL356433.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02669	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
AL357833.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL450322.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL450322.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KLF6	115.0	129.0	142.0	117.0	157.0	125.0	140.0	139.0	137.0	123.0
AL513303.1	3.0	3.0	5.0	4.0	4.0	1.0	3.0	2.0	0.0	1.0
LINC02660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025822.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025822.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00702	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0
AC022535.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MANCR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC018978.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1E2	3.0	2.0	2.0	5.0	5.0	4.0	2.0	5.0	5.0	2.0
AKR1C1	1.0	1.0	1.0	3.0	3.0	4.0	2.0	1.0	0.0	2.0
AKR1C2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL391427.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1C3	6.0	6.0	4.0	10.0	6.0	11.0	10.0	8.0	13.0	5.0
AKR1C8P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKR1C4	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
AL355303.1	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0
UCN3	0.0	5.0	5.0	5.0	0.0	5.0	5.0	5.0	5.0	0.0
TUBAL3	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
NET1	51.0	59.0	49.0	56.0	54.0	48.0	57.0	47.0	61.0	47.0
CALML3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL732437.3	0.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0
AL732437.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02657	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
LINC02678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ASB13	7.0	4.0	3.0	5.0	5.0	3.0	6.0	3.0	3.0	5.0
TASOR2	20.0	27.0	19.0	22.0	29.0	20.0	27.0	22.0	28.0	30.0
AL365356.1	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0
GDI2	32.0	39.0	30.0	28.0	28.0	26.0	35.0	34.0	45.0	24.0
AL596094.1	1.0	2.0	2.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0
ANKRD16	8.0	4.0	4.0	6.0	7.0	9.0	7.0	4.0	8.0	9.0
FBH1	16.0	10.0	15.0	12.0	14.0	14.0	12.0	16.0	14.0	10.0
AL137186.2	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
IL15RA	4.0	3.0	4.0	3.0	5.0	4.0	9.0	5.0	6.0	6.0
IL2RA	2.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0
AL137186.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RBM17	8.0	9.0	8.0	7.0	7.0	5.0	9.0	7.0	7.0	5.0
PFKFB3	37.0	49.0	39.0	42.0	54.0	43.0	43.0	37.0	36.0	37.0
AL157395.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCQ	2.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	0.0
PRKCQ-AS1	4.0	2.0	2.0	4.0	1.0	2.0	3.0	4.0	5.0	0.0
LINC02648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL392086.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFMBT2	0.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0
LINC02642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITIH5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITIH2	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
KIN	9.0	10.0	10.0	11.0	11.0	13.0	11.0	11.0	13.0	10.0
ATP5F1C	40.0	37.0	37.0	41.0	49.0	38.0	43.0	35.0	37.0	32.0
TAF3	12.0	14.0	9.0	13.0	9.0	11.0	13.0	10.0	13.0	9.0
GATA3	3.0	0.0	0.0	2.0	0.0	1.0	2.0	3.0	2.0	1.0
GATA3-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AC025946.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC02663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELF2-DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SFTA1P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELF2	50.0	57.0	35.0	49.0	49.0	44.0	50.0	50.0	50.0	48.0
LINC00710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELF2-AS2	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
AL136320.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CELF2-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP6NL	8.0	15.0	14.0	16.0	12.0	20.0	17.0	18.0	16.0	9.0
AL512631.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECHDC3	5.0	4.0	1.0	1.0	4.0	4.0	2.0	3.0	2.0	2.0
PROSER2	5.0	4.0	5.0	4.0	6.0	4.0	3.0	2.0	1.0	1.0
PROSER2-AS1	1.0	1.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0
UPF2	54.0	53.0	52.0	65.0	50.0	55.0	60.0	54.0	53.0	42.0
DHTKD1	6.0	6.0	3.0	9.0	7.0	9.0	5.0	6.0	10.0	6.0
SEC61A2	2.0	1.0	0.0	1.0	4.0	4.0	0.0	4.0	3.0	3.0
NUDT5	9.0	10.0	8.0	12.0	10.0	14.0	13.0	9.0	17.0	9.0
CDC123	13.0	12.0	7.0	10.0	9.0	7.0	17.0	13.0	15.0	9.0
AL512770.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMK1D	44.0	61.0	45.0	39.0	56.0	54.0	55.0	49.0	48.0	46.0
AL731559.1	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
AL353586.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCDC3	2.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	2.0	2.0
OPTN	18.0	31.0	26.0	26.0	25.0	23.0	22.0	24.0	26.0	14.0
MCM10	3.0	3.0	4.0	4.0	4.0	6.0	1.0	4.0	3.0	1.0
PHYH	14.0	27.0	19.0	20.0	26.0	16.0	18.0	22.0	19.0	21.0
SEPHS1	3.0	3.0	2.0	2.0	4.0	5.0	4.0	3.0	5.0	3.0
AL355870.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BEND7	8.0	7.0	4.0	10.0	10.0	6.0	6.0	5.0	9.0	3.0
PRPF18	7.0	8.0	9.0	10.0	8.0	7.0	9.0	8.0	13.0	6.0
AL157392.3	3.0	6.0	4.0	5.0	2.0	4.0	3.0	6.0	5.0	4.0
FRMD4A	8.0	13.0	10.0	3.0	11.0	4.0	9.0	11.0	8.0	5.0
AL157392.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL157392.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
AC044781.1	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0
AL157896.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM107B	8.0	13.0	10.0	10.0	17.0	13.0	11.0	12.0	15.0	15.0
AL158168.1	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0
CDNF	1.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0	1.0	2.0
HSPA14	4.0	5.0	3.0	2.0	2.0	5.0	3.0	3.0	6.0	2.0
HSPA14-1	4.0	4.0	2.0	3.0	1.0	5.0	4.0	2.0	2.0	1.0
AC069544.1	5.0	2.0	3.0	3.0	3.0	2.0	1.0	3.0	3.0	2.0
SUV39H2	3.0	1.0	3.0	3.0	3.0	4.0	1.0	3.0	3.0	4.0
DCLRE1C	3.0	4.0	3.0	4.0	4.0	6.0	3.0	5.0	6.0	8.0
MEIG1	2.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0
OLAH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACBD7	6.0	4.0	5.0	5.0	6.0	6.0	5.0	10.0	8.0	7.0
RPP38-DT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPP38	5.0	9.0	11.0	12.0	12.0	14.0	14.0	7.0	11.0	7.0
NMT2	6.0	7.0	7.0	8.0	9.0	6.0	4.0	9.0	8.0	5.0
FAM171A1	35.0	41.0	31.0	37.0	28.0	33.0	31.0	33.0	49.0	21.0
AL607028.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ITGA8	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0
MINDY3	9.0	6.0	7.0	9.0	5.0	6.0	6.0	7.0	8.0	5.0
PTER	13.0	12.0	17.0	11.0	16.0	15.0	8.0	17.0	11.0	12.0
C1QL3	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
AL353576.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RSU1	9.0	6.0	4.0	8.0	8.0	10.0	8.0	6.0	5.0	9.0
AC073367.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AL365215.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUBN	2.0	3.0	3.0	5.0	1.0	4.0	3.0	3.0	3.0	4.0
TRDMT1	2.0	5.0	2.0	1.0	3.0	5.0	2.0	2.0	2.0	1.0
VIM-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VIM	73.0	29.0	31.0	45.0	13.0	35.0	9.0	46.0	49.0	34.0
AL133415.1	1.0	2.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0
ST8SIA6	0.0	2.0	0.0	1.0	2.0	3.0	2.0	1.0	1.0	1.0
