GeneSymbol	D4_INT_EPIi_PI_1	D4_INT_EPIi_PI_2	D4_INT_EPIi_LPS_2	D4_INT_EPIi_5OP_1	D4_INT_EPIi_5OP_2	D4_INT_EPIi_C_1	D4_INT_EPIi_C_2	D4_ISO1_EPIi_1	D4_ISO1_EPIi_2	D4_INT_EPIi_LPS_1
ENSG00000213167	0	0	0	0	0	0	0	0	0	0
RPL8P4_ENSG00000213169	0	0	0	0	0	0	0	0	0	0
SAR1AP2_ENSG00000213170	0	0	0	0	0	0	0	0	0	0
LINGO4	0	0	0	0	0	0.01	0	0	0	0
ENSG00000213172	0	0	0	0	0	0	0	0	0	0
RPL28P1_ENSG00000213174	0	0	0	0	0	0	0	0	0	0
RPL13P6_ENSG00000213176	0	0	0	0	0	0	0	0	0.04	0
PRDX2P4_ENSG00000213177	0	0	0	0	0	0	0	0	0	0
RPL22P1_ENSG00000213178	80.33	75.59	68.1	74.06	66.84	77.19	93.34	78.61	62.05	63.12
RPL17P41_ENSG00000213179	0	0	0	0	0	0	0	0	0	0
RPL36AP48_ENSG00000213180	0	0	0	0	0	0	0	0	0	0.26
OR10N1P_ENSG00000213181	0	0	0	0	0	0	0	0	0	0
OR10D5P_ENSG00000213182	0	0	0	0	0	0	0	0	0	0
RPS7P8_ENSG00000213183	0	0	0	0	0	0	0	0	0	0
SAE1P1_ENSG00000213184	0	0	0	0	0	0	0	0	0	0
FAM24B	0.06	0.03	0.14	0.12	0.02	0.13	0.11	0.06	0.04	0
TRIM59	0.06	0.04	0.02	0.02	0.12	0.18	0.24	0.06	0.14	0.1
COPS5P1_ENSG00000213187	0	0	0	0	0	0	0	0	0	0
YBX1P4_ENSG00000213188	0.02	0	0.04	0	0	0	0	0	0	0.16
BTF3L4P2_ENSG00000213189	8.42	6.7	5.93	5.86	4.7	8.32	7.24	4.18	7.7	8.33
MLLT11	0.02	0.01	0.05	0.12	0.06	0.04	0.05	0.04	0.03	0.1
CDK7P1_ENSG00000213194	0	0	0	0	0	0	0	0	0	0
NUDCP1_ENSG00000213197	0.14	0	0.03	0.14	0.02	0.07	0	0	0.03	0
ASIC3	0.05	0.01	0.02	0.03	0	0.17	0.18	0	0.01	0.02
FABP5P10_ENSG00000213201	0	0	0	0	0	0	0	0	0	0
GIMAP1	0	0	0.01	0	0	0.01	0	0.06	0.01	0
ENSG00000213204	0.01	0.01	0	0	0.03	0.04	0.04	0	0	0
STRADBP1_ENSG00000213205	0.01	0	0	0	0	0	0	0	0	0
ENSG00000213209	0	0	0	0	0	0	0	0	0	0
RPL32P17_ENSG00000213210	0	0	0	0	0	0	0	0	0	0
KRT18P64_ENSG00000213211	0	0	0	0	0	0	0	0	0	0
NCLP1_ENSG00000213212	0.21	0.13	0.07	0.07	0.07	0.09	0.05	0.05	0.17	0.04
CCDC183	9.16	6.77	8.85	5.98	5.23	10.62	8.13	12.95	7.69	6.29
ARHGEF35	6.01	6.28	5.92	4.79	5.49	6.66	7.48	13.21	10.21	7.42
OR2F1	0	0	0	0	0	0	0	0	0	0
ENSG00000213216	0	0	0	0	0	0	0	0	0	0
CSH2	0	0	0	0	0	0	0	0	0	0
DNLZ	0.03	0.02	0.04	0.03	0.02	0.02	0.06	0	0.02	0.02
TOMM40P4_ENSG00000213222	0	0	0	0.04	0	0	0	0	0	0
NOC2LP1_ENSG00000213225	0.04	0.02	0.07	0.03	0.04	0	0.05	0.02	0.04	0.01
ENSG00000213226	0	0	0	0	0	0	0	0	0	0
RPL12P38_ENSG00000213228	0.05	0.1	0.09	0.16	0.04	0.04	0.14	0.26	0.11	0.26
TCL1B	0	0	0	0	0	0	0	0	0	0
PPP1R2P10_ENSG00000213232	0	0	0	0	0	0	0	0	0	0
RPL23AP62_ENSG00000213233	0	0	0	0	0	0	0	0	0	0
ST13P10_ENSG00000213234	0	0	0	0	0	0	0	0	0.03	0
EEF1A1P16_ENSG00000213235	0	0	0	0	0	0	0	0	0.01	0
YWHAZP2_ENSG00000213236	0.11	0.02	0.12	0.04	0.13	0.06	0.27	0.32	0.12	0.28
PTMAP10_ENSG00000213237	0	0	0	0	0	0	0	0	0	0
ENSG00000213238	0	0	0	0	0	0	0	0	0	0
NPM1P32_ENSG00000213239	0	0	0	0	0	0	0	0	0	0
H3P4_ENSG00000213244	0	0	0	0	0	0	0	0	0	0
SUPT4H1	2.85	3.28	3	2.15	3.01	3.03	3.97	6.16	5.05	4
ENSG00000213247	0	0	0	0	0	0	0	0	0	0
RBMS2P1_ENSG00000213250	0.23	0.08	0.19	0.08	0.16	0.08	0.15	0.12	0.21	0.07
ENSG00000213252	0	0.01	0.03	0.02	0.01	0.06	0.03	0.02	0.1	0.02
RPL12P42_ENSG00000213253	0	0	0	0.04	0	0	0	0	0	0
YWHAZP5_ENSG00000213260	0	0	0	0.04	0.01	0.02	0.05	0	0.03	0
EEF1B2P6_ENSG00000213261	0.03	0.03	0.08	0.07	0.02	0	0.09	0.05	0	0
VDAC2P3_ENSG00000213262	0	0	0	0.05	0	0	0	0	0	0.04
NIP7P2_ENSG00000213264	0	0	0	0	0	0	0	0	0	0
TSGA13	0	0	0	0	0	0	0	0	0	0
RPS6P26_ENSG00000213269	0	0	0	0	0	0	0	0	0	0
RPL6P25_ENSG00000213270	0	0	0	0	0	0	0	0	0	0
RPL7AP9_ENSG00000213272	0	0	0	0	0	0.05	0	0	0	0
IFITM9P_ENSG00000213275	0	0.16	0.15	0.07	0.12	0.13	0.5	0	0.29	0
MARCKSL1P1_ENSG00000213277	0.09	0	0.31	0.14	0.31	0.17	0	0	0.1	0
ENSG00000213279	0	0	0	0	0	0	0	0	0	0
ENSG00000213280	0	0	0	0	0	0	0	0	0	0
NRAS	5.46	5.07	5.66	4.91	4.81	5.47	6.9	9.58	7.68	8.89
RPL23AP45_ENSG00000213285	0	0	0	0	0	0	0	0	0	0
ENSG00000213287	0.77	0.51	0.07	0.07	0.23	0.5	0.26	1.14	0.18	0.39
PGK1P2_ENSG00000213290	0	0.02	0	0	0	0	0	0	0	0
RPL31P39_ENSG00000213291	0	0	0	0	0	0	0	0	0	0
ENSG00000213293	0	0	0	0.06	0	0	0	0	0	0
RPL22P10_ENSG00000213295	0	0	0	0	0	0	0	0	0	0
ENSG00000213296	0	0	0	0	0	0	0	0	0	0
ZNF625-ZNF20_ENSG00000213297	0.01	0	0.05	0	0.15	0	0.02	0.02	0.03	0
HNRNPA3P6_ENSG00000213300	0.16	0.29	0.38	0.2	0.27	0.39	0.22	0.6	0.45	0.77
HMGB3P11_ENSG00000213301	0	0	0	0	0	0	0	0	0	0
RPL31P37_ENSG00000213302	0	0	0	0	0	0	0	0	0	0
ENSG00000213303	0	0	0	0	0	0	0	0	0.2	0
ENSG00000213304	0	0	0	0	0	0.32	0	0	0	0
HNRNPCP6_ENSG00000213305	0	0	0	0	0	0	0.04	0	0	0
RPL18P11_ENSG00000213307	0	0	0	0	0	0	0	0	0	0
RPL9P18_ENSG00000213309	0	0	0	0	0	0	0	0	0	0
CYCSP19_ENSG00000213310	0	0	0	0	0	0	0	0	0	0
RPL7AP34_ENSG00000213312	0	0	0	0	0	0	0	0	0	0
ENSG00000213315	0	0	0	0	0	0	0.03	0	0	0
LTC4S	0	0	0.02	0.04	0	0	0	0	0.12	0
ENSG00000213318	0	0	0	0	0	0	0	0	0	0
RPS7P11_ENSG00000213326	0.05	0.04	0	0.12	0.06	0.12	0.07	0.09	0	0.11
ENSG00000213328	0	0	0	0	0	0	0	0	0	0
ENSG00000213331	0	0	0	0	0	0	0	0	0	0
SLC25A5P6_ENSG00000213332	0	0	0	0	0	0	0	0	0	0
NPM1P50_ENSG00000213333	0	0	0	0	0	0	0	0	0	0
CLNS1AP1_ENSG00000213335	0	0	0	0	0	0	0	0	0	0
ANKRD39	0.29	0.22	0.38	0.46	0.51	0.33	0.47	0.69	0.46	0.42
ATF4P1_ENSG00000213338	0	0	0.01	0	0	0	0	0	0	0
QTRT1	0.73	0.19	0.14	0.18	0.17	0.27	0.51	0.19	0.41	0.06
CHUK	1.7	2.07	1.48	1.4	1.43	1.83	2.31	2.94	2.41	2.45
RPL21P18_ENSG00000213343	0	0	0	0	0	0	0	0	0	0
PCNPP3_ENSG00000213344	0	0	0	0	0	0	0	0	0	0
MXD3	0.14	0.23	0.14	0.24	0.17	0.12	0.22	0.04	0.16	0.21
GAPDHP44_ENSG00000213352	0	0.02	0	0	0.06	0	0	0	0.08	0
CNN2P8_ENSG00000213355	0	0	0	0	0	0	0	0	0	0
NAA50P2_ENSG00000213358	0	0	0	0	0	0	0	0	0	0
RPL36P12_ENSG00000213361	0	0	0	0	0	0	0	0	0	0
FTH1P12_ENSG00000213362	0.04	0.04	0.06	0	0	0.07	0.04	0	0.05	0
RPS3P6_ENSG00000213363	0	0	0	0	0	0	0.03	0	0	0
ENSG00000213365	0	0	0	0	0	0	0	0	0	0
GSTM2	0.47	0.65	0.56	0.15	0.47	0.82	0.61	1.12	0.45	0.84
ST13P11_ENSG00000213368	0	0	0	0	0	0	0	0	0	0
RANP6_ENSG00000213370	0	0	0	0	0	0	0	0	0	0
NAP1L1P3_ENSG00000213371	0	0	0	0	0	0	0	0	0	0
LINC00671	0	0	0	0	0	0	0	0	0	0
GAPDHP71_ENSG00000213376	0	0	0	0	0	0	0	0	0	0
COG8	0.79	1.11	0.71	0.99	1.42	0.68	0.88	1.14	0.93	1.43
PP1P_ENSG00000213383	0	0	0	0	0.04	0	0.06	0	0	0
EIF4E2P1_ENSG00000213384	0	0	0	0	0	0	0	0	0	0
RPL7AP39_ENSG00000213385	0	0.03	0	0.04	0	0.02	0	0.15	0.03	0
ENSG00000213386	0.03	0	0	0.13	0.02	0	0	0	0	0
ARHGAP19	0.17	0.29	0.33	0.17	0.19	0.25	0.61	1.06	0.72	0.28
ENSG00000213393	0	0	0	0	0	0	0	0	0	0
RPSAP46_ENSG00000213394	0	0	0	0	0	0.02	0	0.03	0.02	0
HAUS7	0.06	0.26	0.1	0.02	0.46	0.18	0.21	0	0.1	0.14
LCAT	0.18	0.26	0.1	0.31	0.07	0.29	0.11	0.21	0.21	0.29
RPS2P17_ENSG00000213399	0	0	0.02	0	0	0	0	0	0	0
RPL12P18_ENSG00000213400	0	0	0	0	0	0	0	0	0	0
MAGEA12	0	0	0	0	0	0	0	0	0	0
PTPRCAP	0.28	0	0.03	0.11	0	0.01	0.07	0	0.14	0.42
CISD1P1_ENSG00000213403	0	0	0	0	0	0	0	0	0	0
ANXA2P1_ENSG00000213406	0.15	0.12	0.07	0.14	0.05	0.21	0.1	0.16	0.18	0.36
C1QBPP2_ENSG00000213409	0.04	0	0.02	0.18	0	0.07	0.16	0	0	0.04
RBM22P2_ENSG00000213411	0.01	0	0	0	0	0	0	0	0	0
HNRNPA1P33_ENSG00000213412	0.89	0.87	0.73	0.64	0.7	0.45	1.09	1.28	0.99	2.24
PVRIG	0.02	0.01	0	0.09	0	0	0.05	0.12	0	0.02
ENSG00000213414	0.01	0	0.01	0	0	0	0.04	0	0	0
KRTAP4-12	0	0	0	0	0	0	0	0.03	0	0
KRTAP2-4	0	0	0.02	0	0	0	0	0	0	0
GPC2	0	0	0.02	0.02	0.02	0.22	0	0.04	0.02	0
RPL7AP17_ENSG00000213421	0	0	0	0	0	0	0	0	0	0
RBMX2P2_ENSG00000213423	0	0	0	0	0	0	0	0	0	0
KRT222	0	0	0	0	0	0	0	0	0	0
HSPD1P1_ENSG00000213430	0	0	0.01	0	0.01	0	0	0	0	0
ABRAXAS1P1_ENSG00000213431	0	0	0	0	0	0	0	0	0	0
RPL17P34_ENSG00000213432	0	0	0	0	0	0	0	0	0	0
RPLP1P6_ENSG00000213433	0.12	0	0	0	0	0.69	0	0.7	0.14	0
VTI1BP2_ENSG00000213434	0	0	0	0	0	0	0	0	0	0
ATP6V0CP3_ENSG00000213435	0	0	0	0	0	0	0	0	0	0
YBX2P1_ENSG00000213438	0	0	0	0.06	0	0	0	0	0	0.09
OR5AC1_ENSG00000213439	0	0	0	0	0	0	0	0	0	0
H2AZP1_ENSG00000213440	0	0	0	0	0	0	0	0	0	0
RPL18AP3_ENSG00000213442	2.41	3.06	1.85	1.71	2.92	2.22	3.36	1.61	1.38	2.61
NPM1P7_ENSG00000213443	0.09	0.02	0	0.02	0.02	0.03	0.03	0.23	0.23	0.08
SIPA1	2.95	4.11	3.12	5.75	3.01	3.12	3.51	2.49	2.03	3.63
RPS23P2_ENSG00000213448	0	0	0	0	0	0	0	0	0	0
GAPDHP28_ENSG00000213449	0	0	0	0	0	0	0	0	0	0
VDAC1P7_ENSG00000213450	0	0	0	0	0	0	0	0	0	0
OR6C69P_ENSG00000213451	0	0	0	0	0	0	0	0	0	0
AKR1B1P2_ENSG00000213452	0	0	0	0	0	0	0	0	0	0
FTH1P3_ENSG00000213453	0.19	0.03	0.03	0.06	0.03	0	0.02	0.2	0.04	0.26
PPIAP82_ENSG00000213455	0	0	0	0	0	0	0	0	0	0
RPL32P15_ENSG00000213461	0	0	0	0	0	0	0	0	0	0
ERV3-1	0.16	0.16	0.13	0.32	0.2	0.16	0.24	1.09	0.21	0.34
SYNJ2BP	4.87	5.32	5.03	5.47	5.06	6.5	7.34	10.95	10.73	7.89
ARL2	1.09	1.2	1.58	1.16	1.05	1.55	1.16	0.79	0.92	1.82
HMGB1P37_ENSG00000213467	0	0	0	0	0	0.03	0	0	0	0
FIRRE	0	0	0	0	0	0.04	0	0	0	0
RPL31P51_ENSG00000213470	0	0	0	0	0	0	0	0	0	0
TTLL13P	0.03	0.02	0	0.03	0.01	0.04	0.04	0.01	0.01	0
CFL1P2_ENSG00000213478	0	0	0	0	0	0	0	0	0	0
KIAA1191P1_ENSG00000213480	0	0	0	0	0	0	0	0	0	0.03
NDUFAF4P2_ENSG00000213483	0	0	0	0	0	0	0	0	0	0
EIF4A1P8_ENSG00000213484	0	0	0	0	0	0	0.01	0.02	0	0
ENSG00000213486	0	0	0	0	0.1	0	0	0	0	0
ASS1P4_ENSG00000213487	0	0	0	0	0	0	0	0	0	0
ENSG00000213488	0	0	0	0	0	0	0	0	0	0
FBLIM1P1_ENSG00000213489	0	0	0	0	0	0	0	0	0	0
NT5C3AP1_ENSG00000213492	0	0	0	0.03	0	0	0	0	0.02	0.03
ACTN4P1_ENSG00000213493	0.01	0	0.01	0	0	0	0	0	0	0
RPL26P13_ENSG00000213495	0	0	0	0	0	0	0	0	0	0
TPT1P13_ENSG00000213498	0	0	0	0	0	0	0	0	0	0
LAP3P2_ENSG00000213500	0	0	0	0.01	0	0	0	0	0	0
PPIAP16_ENSG00000213509	0	0	0	0.13	0	0	0	0.09	0.06	0
GBP7	0	0	0	0	0	0	0	0.19	0.15	0
IMPDH1P5_ENSG00000213513	0.22	0.33	0.12	0.29	0.34	0.12	0.24	0.15	0.09	0.4
ENSG00000213514	0.04	0	0	0.01	0	0.02	0	0.01	0	0
RBMXL1	0.5	0.34	0.27	0.39	0.36	0.4	0.44	1.56	1.33	0.51
RPL36P7_ENSG00000213519	0	0	0	0	0	0	0	0	0	0
RAC1P5_ENSG00000213522	0	0	0	0	0	0	0	0	0	0
SRA1	1.93	2.51	2.73	2.07	2.14	2.24	2.43	3.43	3.04	2.2
FAM32CP_ENSG00000213525	0	0	0	0	0	0	0	0	0	0
SETP8_ENSG00000213526	0	0	0	0	0	0	0	0	0	0
ENSG00000213527	0	0	0	0	0	0	0	0	0	0
RPL32P22_ENSG00000213529	0	0	0	0	0	0	0	0	0	0
MTHFD2P5_ENSG00000213530	0	0	0	0	0	0	0	0	0	0
STIMATE	0.19	0.78	0.39	0.8	0.19	0.32	0.34	0.84	0.25	0.45
GNG5P1_ENSG00000213536	0	0	0	0	0	0	0	0	0	0
KRT8P41_ENSG00000213538	0	0	0	0	0	0	0.01	0	0	0
YBX1P6_ENSG00000213539	0	0	0	0	0	0	0	0	0	0
TXN2P1_ENSG00000213540	0	0	0	0	0	0	0	0	0	0
RPL7AP43_ENSG00000213542	0.02	0.1	0.04	0.02	0.02	0.12	0.02	0.61	0.2	0.16
RARRES2P2_ENSG00000213543	0	0	0	0	0	0	0	0	0	0
VN1R64P_ENSG00000213547	0	0	0	0	0	0	0	0	0	0
PPIAP81_ENSG00000213548	0	0	0	0	0	0	0	0	0	0
ENSG00000213549	0	0	0	0	0	0	0	0	0	0
DNAJC9	1.09	1.15	1.11	0.99	0.99	1.12	1.57	1.64	1.3	1.82
RPLP0P6_ENSG00000213553	0.65	0.66	0.51	0.45	0.62	0.82	0.7	0.53	0.62	0.28
ENSG00000213556	0	0	0	0	0	0	0	0	0	0
RPL31P43_ENSG00000213557	0	0	0	0	0	0	0	0	0.11	0
HMGN2P32_ENSG00000213558	0	0	0	0	0	0	0	0	0	0
HNRNPA1P64_ENSG00000213559	0	0	0	0	0	0	0	0	0	0
ENSG00000213560	0	0.15	0	0.03	0	0.03	0	0.22	0.29	0
ENSG00000213561	0	0	0	0.06	0	0.1	0	0.08	0.06	0
C8orf82	0.62	0.78	0.88	1.03	0.92	0.46	0.92	0.49	0.47	2.83
HNRNPA1P13_ENSG00000213568	0	0	0	0	0	0	0	0	0	0
GTF3C6P2_ENSG00000213569	0	0.03	0	0.03	0.05	0.08	0.13	0	0	0.06
LDHAP5_ENSG00000213574	0	0	0	0	0	0	0	0	0	0
CPLX3	0	0	0	0	0.01	0.01	0	0	0.01	0
RPL29P5_ENSG00000213579	0	0	0	0	0	0	0	0	0	0
VDAC1	81.88	85.97	87.05	83.65	83.17	87.76	92.95	82.25	60.28	117.16
ENSG00000213587	0	0	0	0	0	0	0	0	0	0
ZBTB9	0.06	0.02	0.05	0.09	0.05	0.05	0.06	0.11	0.11	0.05
ENSG00000213590	0	0	0.05	0	0	0.06	0.01	0.02	0.04	0
PPIAP42_ENSG00000213592	0	0	0.1	0	0	0	0	0.09	0.12	0
TMX2	3.16	4.45	4.39	3.92	3.66	4.23	4.52	3.96	3	5.22
GAPDHP25_ENSG00000213594	0	0	0	0	0	0	0	0	0	0
RPL31P4_ENSG00000213598	0.09	0	0	0	0.14	0	0	0	0	0
SLX1A-SULT1A3_ENSG00000213599	0.65	0.44	0.61	0.47	0.37	0.37	0.47	1.56	0.25	1.53
ENSG00000213600	0	0	0	0	0	0	0	0	0	0
KRT18P19_ENSG00000213601	0	0	0	0	0	0	0	0	0	0
NAA50P1_ENSG00000213604	0	0	0	0	0	0	0	0	0	0
ENSG00000213605	0	0	0	0	0	0	0	0	0	0
AKR1B10P1_ENSG00000213606	0.29	0.52	0.33	0.31	0.31	0.75	0.44	0.19	0	0.51
OR4A45P_ENSG00000213607	0	0	0	0	0	0	0	0	0	0
SLC25A14P1_ENSG00000213608	0.1	0.11	0	0	0	0.05	0	0	0	0
RPL7AP50_ENSG00000213609	0	0	0	0	0.04	0	0.04	0	0.03	0.08
FAM220CP_ENSG00000213612	0	0	0	0	0	0	0	0	0	0
RPL11P3_ENSG00000213613	0.14	0.13	0.08	0.12	0.33	0.04	0.16	0.49	0.11	0.32
HEXA	8.6	9.19	8.43	6.79	7.61	8.68	9.86	15.7	12.73	11.81
NDUFS3	5.29	6.86	5.25	4.98	5.6	6.56	6.78	8.05	6.05	11.89
RPL21P70_ENSG00000213620	0	0	0	0	0	0	0	0	0	0
RPSAP54_ENSG00000213621	0	0	0	0	0	0	0	0	0	0
LEPROT	4.94	4.7	4.49	3.48	5.47	4.45	7.98	5.99	5.85	5.27
LBH	5.73	7.72	12.29	10.45	8.93	10.85	14.45	11.78	10.92	8.9
BOLA3P3_ENSG00000213630	0	0	0	0	0	0	0	0	0	0
ADAT3	0.39	0.37	0.35	0.37	0.56	0.32	0.25	0.03	0.17	1.16
PPP1CB	92.28	74.88	81.11	84.18	79.63	75.63	98.66	97.11	87.08	110.67
EEF1DP4_ENSG00000213640	0	0	0	0	0	0	0	0	0	0
RPL7AP4_ENSG00000213641	0	0	0	0	0	0	0	0	0	0
ENSG00000213642	0	0	0	0	0	0	0	0	0	0
VN1R37P_ENSG00000213643	0	0	0	0	0	0	0	0	0	0
SAPCD2P1_ENSG00000213644	0	0	0	0	0	0	0	0	0	0
SLC25A1P3_ENSG00000213645	0	0	0	0	0	0	0	0	0	0
SULT1A4	6.15	0.22	3.27	0.86	0.13	1.14	0.79	0.43	0.23	1.18
ENSG00000213650	0	0	0	0	0	0	0	0	0	0
HMGB3P30_ENSG00000213652	0	0	0	0	0	0	0	0	0	0
RPL22P22_ENSG00000213653	0	0	0	0	0	0	0	0	0	0
GPSM3	0.14	0.09	0.06	0.09	0.08	0.1	0.17	0.16	0.18	0.15
ENSG00000213655	0	0	0	0	0	0	0	0	0	0
RPL31P44_ENSG00000213657	0	0	0	0	0	0	0.16	0	0	0
LAT	0.32	0.12	0.1	0.44	0.37	0.3	0.03	0	0.03	0.06
RSU1P3_ENSG00000213659	0	0	0	0	0	0	0	0.11	0	0
ENSG00000213661	0	0	0	0	0	0	0	0	0	0
RPL21P58_ENSG00000213663	0.06	0	0	0	0	0	0	0	0	0
RPS16P8_ENSG00000213664	0	0	0	0	0	0	0	0	0	0
PGGT1BP1_ENSG00000213667	0	0	0	0	0	0	0	0	0	0
RPL21P86_ENSG00000213669	0.06	0	0	0.05	0	0	0	0.1	0	0
OLA1P2_ENSG00000213671	0	0	0	0	0	0	0	0	0	0
NCKIPSD	3.99	3.87	3.87	3.57	3.91	3.36	3.88	1.12	1.39	3.13
SLC25A5P3_ENSG00000213673	0	0	0	0	0	0	0	0	0	0
ATF6B	10.07	8.91	7.81	7.27	7.88	8.93	10.27	14.85	12.55	9.52
ENSG00000213683	0.02	0	0.02	0.02	0.02	0	0.05	0	0	0
LDHBP2_ENSG00000213684	0	0	0	0	0	0	0	0	0	0
TREX1	0.89	1.34	1.48	1.27	0.6	0.79	1.24	0.86	1.23	1.44
ENSG00000213690	0	0	0	0	0	0	0	0	0	0
SEC14L1P1_ENSG00000213693	0.01	0	0.03	0.07	0.05	0.04	0.01	0.09	0.02	0
S1PR3	0.02	0	0	0	0	0	0.01	0.02	0	0
RPS7P14_ENSG00000213695	0	0	0	0	0	0	0	0	0	0
CTBP2P6_ENSG00000213697	0	0	0	0	0	0	0	0	0	0
CAPZA1P3_ENSG00000213698	0	0	0	0	0	0	0	0	0	0
SLC35F6	2.38	2.45	2.51	2.71	2.77	2.85	3.18	5.21	4.07	3.24
RPL17P50_ENSG00000213700	0.47	0.24	0.12	0.53	0.22	0.24	0.57	0.53	0.3	0.15
SETP22_ENSG00000213701	0	0	0	0	0	0	0	0	0	0
RPL13AP9_ENSG00000213703	0.09	0.08	0	0.04	0.06	0.41	0	0	0.2	0
EEF1A1P15_ENSG00000213704	0	0	0	0	0	0	0	0	0	0
RHOG2P_ENSG00000213706	0	0	0	0.07	0	0	0	0	0	0
HMGB1P10_ENSG00000213707	0	0	0.04	0	0	0	0.15	0	0.04	0.14
SLC16A14P1_ENSG00000213708	0	0	0	0	0	0	0	0	0	0
PHB1P7_ENSG00000213711	0	0	0	0	0	0	0	0	0	0
PIGCP1_ENSG00000213713	3.93	3.34	4.27	3.55	3.84	4.44	4.21	6.25	4.63	4.83
FAM209B	0	0	0.03	0.07	0	0	0.1	0	0	0
FABP5P5_ENSG00000213716	0	0	0	0	0	0	0	0	0	0
ENSG00000213717	0	0	0	0	0	0	0	0	0	0
CLIC1	84.39	85.16	88.26	85.62	84.77	89.75	104.59	100.66	81.56	103.46
HMGN2P30_ENSG00000213721	0	0	0	0	0	0	0	0	0	0
DDAH2	11.8	12.73	15.3	14.79	13.84	13.41	12.84	4.37	3.91	15.23
PRDX2P2_ENSG00000213724	0	0	0	0	0	0	0	0	0	0
RPS2P52_ENSG00000213726	0	0	0	0	0	0	0	0	0	0
ENSG00000213727	0	0	0	0	0	0	0	0	0	0
RPS16P2_ENSG00000213729	0	0	0	0	0	0	0	0	0.08	0
POLD2P1_ENSG00000213730	0	0	0	0	0	0	0	0	0	0
RAB5CP1_ENSG00000213731	0	0	0	0	0	0	0	0.07	0	0
ANAPC10P1_ENSG00000213735	0	0	0	0	0	0	0	0	0	0
BRI3P2_ENSG00000213736	0	0	0	0	0	0	0	0	0	0
PPIAP68_ENSG00000213739	0	0	0	0	0	0	0	0.09	0	0
SERBP1P1_ENSG00000213740	0	0.01	0.04	0.05	0.08	0.06	0.05	0.09	0.06	0
RPS29	13.36	17.48	18.38	14.04	14.89	13.04	25.44	35.98	25.6	23.99
ZNF337-AS1	0.04	0.1	0.25	0.08	0.09	0.08	0.18	0.03	0.28	0.12
RPS10P14_ENSG00000213744	0	0	0	0	0	0	0	0	0	0
WASHC3P1_ENSG00000213747	0	0	0	0	0	0	0	0	0	0
ENSG00000213750	0	0	0	0	0	0	0	0	0	0
ENSG00000213752	0	0	0	0	0	0	0.05	0	0	0
CENPBD2P_ENSG00000213753	0.65	0	0.71	0.03	0.36	0.86	0.33	0.95	0.02	0.96
KPNA4P1_ENSG00000213754	0.02	0.02	0	0.03	0.02	0.02	0	0.07	0.11	0.04
RPL29P15_ENSG00000213755	0	0	0	0	0	0	0	0	0	0
RPS3AP20_ENSG00000213757	0	0	0	0	0	0	0	0.12	0	0
UGT2B11	0.54	0.27	0.49	0.41	0.53	0.54	0.83	0.29	0.28	0.71
ATP6V1G2	0	0.04	0.13	0	0	0	0	0	0	0
MT1P1_ENSG00000213761	0	0	0	0	0	0	0	0	0	0
ZNF134	0.56	0.97	0.55	0.65	0.59	0.72	0.87	1.18	0.86	1.53
ACTBP2_ENSG00000213763	0.03	0.01	0.01	0.01	0	0	0	0.02	0.1	0
FAM210CP_ENSG00000213770	0	0	0	0	0	0	0	0	0	0
KRT8P37_ENSG00000213771	0.03	0	0	0.01	0.01	0.05	0.09	0.07	0.03	0.17
EIF1P7_ENSG00000213772	0.13	0	0	0	0	0	0.1	0	0	0.21
ENSG00000213774	0	0	0	0	0	0	0	0	0	0
ENSG00000213777	0.18	0.02	0	0	0.07	0.04	0.02	0	0	0.07
HNRNPA1P32_ENSG00000213778	0	0	0	0	0	0	0	0	0	0
RPL29P21_ENSG00000213779	0	0	0	0	0	0	0	0	0	0.1
GTF2H4	0.13	0.24	0.19	0.2	0.33	0.35	0.6	0.14	0.3	0.8
PSMC1P2_ENSG00000213781	0.01	0	0.01	0.01	0	0.03	0	0.02	0	0
DDX47	2.41	2.21	2.38	2.12	1.6	2.27	3.06	3.13	1.97	3.09
RPL35P4_ENSG00000213783	0	0	0	0	0	0	0	0	0	0
AKR1B1P3_ENSG00000213785	0	0	0	0	0	0	0	0	0	0
NHP2P2_ENSG00000213786	0	0	0	0	0	0	0	0	0	0
RPL7AP38_ENSG00000213787	0	0	0	0	0	0	0	0	0	0
OLA1P1_ENSG00000213790	0.09	0.04	0.06	0.05	0.05	0.03	0.05	0.05	0.02	0.02
ENSG00000213791	0	0	0	0	0	0	0	0	0	0
ZNF888	0.26	0.33	0.26	0.17	0.29	0.32	0.36	0.4	0.3	0.43
RPL7AP41_ENSG00000213798	0	0	0	0	0	0	0	0	0	0
ZNF845	1.29	1.14	0.9	1.05	0.96	1.33	1.38	2.43	1.84	1.68
ZNF321P_ENSG00000213801	0.07	0.02	0.03	0.25	0	0.12	0.28	0	0.11	0.12
KLRK1	0	0	0	0	0	0.03	0.01	0	0	0
CNN2P4_ENSG00000213816	0	0	0	0	0	0	0	0	0	0
RPL13P2_ENSG00000213820	0	0	0	0	0	0	0	0	0	0
CEACAM18	1.37	1.38	0.71	2.03	0.64	0.62	1.35	2.68	1.82	1.65
CFL1P5_ENSG00000213830	0.25	0.65	0.09	0.21	0.18	0.08	0.38	1.96	1.34	0
TMX2P1_ENSG00000213839	1.93	1.99	2.39	1.79	2.24	1.86	2.43	0.81	1.18	3.89
